wkt_geom,protected,denotation,ref:gid,ref:INSPIRE,natural,name,species:pl,species,url:crfop
Point (19.77075245365546508 50.20252244627706517),yes,natural_monument,68732,PL.ZIPOP.1393.PP.1206042.806,rock,Ostry Kamień,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206042.806
Point (19.77030283187729864 50.20133158142941454),yes,natural_monument,68735,PL.ZIPOP.1393.PP.1206042.809,rock,,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206042.809
Point (19.77539302217993722 50.20332015289968552),yes,natural_monument,68734,PL.ZIPOP.1393.PP.1206042.808,rock,Wielka Skała,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206042.808
Point (19.77132926638230614 50.20336744587363143),yes,natural_monument,68729,PL.ZIPOP.1393.PP.1206042.802,rock,Słup,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206042.802
Point (19.77472172418706009 50.20595982024058657),yes,natural_monument,68728,PL.ZIPOP.1393.PP.1206042.801,rock,Olszówka,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206042.801
Point (19.77113081238698555 50.202968955086412),yes,natural_monument,68731,PL.ZIPOP.1393.PP.1206042.805,rock,Ostra Skała,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206042.805
Point (19.77156920309366228 50.20318268222909097),yes,natural_monument,68730,PL.ZIPOP.1393.PP.1206042.804,rock,Słup,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206042.804
Point (19.79429076456964509 50.01506669186709786),yes,natural_monument,68806,PL.ZIPOP.1393.PP.1206072.450,rock,Okrążek,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206072.450
Point (19.58338466604858041 50.16298998734013281),yes,natural_monument,68768,PL.ZIPOP.1393.PP.1206063.433,rock,Pipkowa Skałka,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206063.433
Point (19.61495123605353541 50.11747506480679704),yes,natural_monument,68767,PL.ZIPOP.1393.PP.1206063.432,rock,Pod sosną,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206063.432
Point (19.66543707990433987 50.14788826763690821),yes,natural_monument,68770,PL.ZIPOP.1393.PP.1206063.435,rock,,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206063.435
Point (20.28710627021513346 49.81244118439008872),yes,natural_monument,67897,PL.ZIPOP.1393.PP.1201052.116,rock,,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1201052.116
Point (19.46892939820050117 50.11299141910514265),yes,natural_monument,68204,PL.ZIPOP.1393.PP.1203053.341,rock,im. prof. S. Siedleckiego,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1203053.341
Point (20.18297531461898942 49.84491145720174643),yes,natural_monument,69685,PL.ZIPOP.1393.PP.1209052.1293,rock,Kamień Grzyb,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1209052.1293
Point (19.81705393761283673 49.76443623249635806),yes,natural_monument,69720,PL.ZIPOP.1393.PP.1209082.1331,rock,,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1209082.1331
Point (19.8473901519686855 49.83936756846788541),yes,natural_monument,69705,PL.ZIPOP.1393.PP.1209073.1315,rock,Diabelski Kamień,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1209073.1315
Point (20.90726815313953679 49.42000151044071288),yes,natural_monument,69921,PL.ZIPOP.1393.PP.1210073.1516,rock,Diabelski Kamień,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1210073.1516
Point (20.9073750178209572 49.42000415641818023),yes,natural_monument,69920,PL.ZIPOP.1393.PP.1210073.1516,rock,Diabelski Kamień,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1210073.1516
Point (20.57427814877203076 49.40497373063386988),yes,natural_monument,70164,PL.ZIPOP.1393.PP.1211023.1593,rock,,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1211023.1593
Point (20.54329376296367826 49.47375328721464882),yes,natural_monument,70120,PL.ZIPOP.1393.PP.1210163.1412,rock,,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1210163.1412
Point (20.74951343583456875 49.44586723101061665),yes,natural_monument,70078,PL.ZIPOP.1393.PP.1210133.1390,rock,,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1210133.1390
Point (20.75642778182498915 49.40205945755941741),yes,natural_monument,70077,PL.ZIPOP.1393.PP.1210133.1389,rock,,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1210133.1389
Point (19.76027724196088897 50.2515369792678257),yes,natural_monument,69287,PL.ZIPOP.1393.PP.1206132.603,rock,,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206132.603
Point (19.76033070997162966 50.25092918539863263),yes,natural_monument,69286,PL.ZIPOP.1393.PP.1206132.601,rock,,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206132.601
Point (19.75608082877800342 50.25458870976716241),yes,natural_monument,69301,PL.ZIPOP.1393.PP.1206132.618,rock,,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206132.618
Point (19.75660539452398723 50.25418414203610951),yes,natural_monument,69300,PL.ZIPOP.1393.PP.1206132.617,rock,,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206132.617
