wkt_geom,protected,denotation,ref:gid,ref:INSPIRE,natural,name,species:pl,species,url:crfop
Point (15.36242531566423253 51.91242137917102184),yes,natural_monument,57868,PL.ZIPOP.1393.PP.0809072.932,tree,brak,Dąb szypułkowy,Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.0809072.932
Point (15.36276499099821002 51.91241668309566393),yes,natural_monument,57867,PL.ZIPOP.1393.PP.0809072.931,tree,brak,Dąb szypułkowy,Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.0809072.931
Point (15.36160001826851662 51.91207496415120914),yes,natural_monument,57870,PL.ZIPOP.1393.PP.0809072.934,tree,brak,Dąb szypułkowy,Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.0809072.934
Point (15.36177005950911045 51.91229663216611101),yes,natural_monument,57869,PL.ZIPOP.1393.PP.0809072.933,tree,brak,Dąb szypułkowy,Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.0809072.933
Point (15.36260993882643966 51.91333329348444892),yes,natural_monument,57872,PL.ZIPOP.1393.PP.0809072.936,tree,brak,Dąb czerwony,Quercus rubra,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.0809072.936
Point (15.36274663867819612 51.91325501052034497),yes,natural_monument,57871,PL.ZIPOP.1393.PP.0809072.935,tree,brak,Dąb czerwony,Quercus rubra,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.0809072.935
Point (15.38996986624302821 51.88775656155684146),yes,natural_monument,57878,PL.ZIPOP.1393.PP.0809072.941,tree,brak,Dąb szypułkowy,Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.0809072.941
Point (15.4051377077103151 51.8945136371849145),yes,natural_monument,57873,PL.ZIPOP.1393.PP.0809072.937,tree,brak,Dąb szypułkowy,Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.0809072.937
Point (15.71590205039227506 52.04906720705746892),yes,natural_monument,57880,PL.ZIPOP.1393.PP.0809082.1004,tree,brak,Lipa drobnolistna,Tilia cordata,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.0809082.1004
Point (15.71593970727515988 52.04896568971916082),yes,natural_monument,57879,PL.ZIPOP.1393.PP.0809082.1004,tree,brak,Lipa drobnolistna,Tilia cordata,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.0809082.1004
Point (15.61520184773607411 52.05202911839185731),yes,natural_monument,57715,PL.ZIPOP.1393.PP.0809063.1355,tree,brak,Cis pospolity,Taxus baccata,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.0809063.1355
Point (15.61517000994788518 52.05190016987423007),yes,natural_monument,57714,PL.ZIPOP.1393.PP.0809063.1355,tree,brak,Cis pospolity,Taxus baccata,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.0809063.1355
Point (15.6584377348242878 52.03943936244869661),yes,natural_monument,57717,PL.ZIPOP.1393.PP.0809063.722,tree,brak,Lipa drobnolistna,Tilia cordata,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.0809063.722
Point (15.64028032825074632 52.14561037628152462),yes,natural_monument,57716,PL.ZIPOP.1393.PP.0809063.721,tree,brak,Lipa szerokolistna,Tilia platyphyllos,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.0809063.721
Point (15.63372853023214404 52.03929087624623406),yes,natural_monument,57719,PL.ZIPOP.1393.PP.0809063.724,tree,brak,Lipa drobnolistna,Tilia cordata,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.0809063.724
Point (15.61603450964082995 52.05257229786328566),yes,natural_monument,57718,PL.ZIPOP.1393.PP.0809063.723,tree,brak,Dąb szypułkowy,Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.0809063.723
Point (15.6470548244006249 52.07976115886527424),yes,natural_monument,57721,PL.ZIPOP.1393.PP.0809063.727,tree,brak,Dąb szypułkowy,Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.0809063.727
Point (15.65101191375256207 52.03844959561219241),yes,natural_monument,57720,PL.ZIPOP.1393.PP.0809063.725,tree,brak,Cis pospolity,Taxus baccata,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.0809063.725
Point (15.62119642599703795 52.07950557944573688),yes,natural_monument,57724,PL.ZIPOP.1393.PP.0809063.730,tree,brak,Dąb szypułkowy,Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.0809063.730
Point (15.64739426177195902 52.03934828253001399),yes,natural_monument,57722,PL.ZIPOP.1393.PP.0809063.728,tree,brak,Lipa szerokolistna,Tilia platyphyllos,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.0809063.728
Point (15.62332882296407632 52.09309075832732105),yes,natural_monument,57726,PL.ZIPOP.1393.PP.0809063.732,tree,brak,Dąb szypułkowy,Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.0809063.732
Point (15.61817757520843841 52.07816188916437028),yes,natural_monument,57725,PL.ZIPOP.1393.PP.0809063.731,tree,brak,Dąb szypułkowy,Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.0809063.731
Point (15.64537453134844824 52.0802563765303006),yes,natural_monument,57728,PL.ZIPOP.1393.PP.0809063.734,tree,brak,Olsza czarna,Alnus glutinosa,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.0809063.734
Point (15.62132605701641452 52.0769038429319906),yes,natural_monument,57727,PL.ZIPOP.1393.PP.0809063.733,tree,brak,Jesion wyniosły,Fraxinus excelsior,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.0809063.733
Point (15.61888603871063808 52.16308766009448306),yes,natural_monument,57730,PL.ZIPOP.1393.PP.0809063.736,tree,brak,Dąb szypułkowy,Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.0809063.736
Point (15.64527832613964264 52.08049530325391885),yes,natural_monument,57729,PL.ZIPOP.1393.PP.0809063.734,tree,brak,Olsza czarna,Alnus glutinosa,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.0809063.734
Point (15.45649339537829547 51.79072172489509285),yes,natural_monument,57699,PL.ZIPOP.1393.PP.0809053.550,tree,Przydrożnik,Dąb szypułkowy,Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.0809053.550
Point (15.24569921018103713 51.76201759531821978),yes,natural_monument,57698,PL.ZIPOP.1393.PP.0809053.549,tree,brak,Dąb szypułkowy,Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.0809053.549
Point (15.12801211714925564 51.77724724496043507),yes,natural_monument,57701,PL.ZIPOP.1393.PP.0809053.553,tree,Sosna Tadeusza,Sosna zwyczajna,Pinus sylvestris,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.0809053.553
Point (15.16772804242930128 51.76469026958456965),yes,natural_monument,57700,PL.ZIPOP.1393.PP.0809053.552,tree,Wierzba Władka,Wierzba biała,Salix alba,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.0809053.552
Point (15.64680566240561888 52.07835228349973278),yes,natural_monument,57703,PL.ZIPOP.1393.PP.0809063.1312,tree,brak,Dąb szypułkowy,Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.0809063.1312
Point (15.52074373797106688 52.10879988444632716),yes,natural_monument,57702,PL.ZIPOP.1393.PP.0809063.1311,tree,brak,Klon pospolity,Acer platanoides,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.0809063.1311
Point (15.61493903119539794 52.05066889128566032),yes,natural_monument,57705,PL.ZIPOP.1393.PP.0809063.1355,tree,brak,Cis pospolity,Taxus baccata,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.0809063.1355
Point (15.61491389176617517 52.0505478730505331),yes,natural_monument,57704,PL.ZIPOP.1393.PP.0809063.1355,tree,brak,Cis pospolity,Taxus baccata,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.0809063.1355
